base,label_l3,label_l2,confidence,rationale,evidence,source
한국전쟁전후 민간인희생사건 등 과거사 진상규명과 명예회복을 위한 기본법안(계속),정부혁신,정부혁신·행정지원,0.8,법률안은 정부의 역사적 사건에 대한 진상규명 및 회복과 관련이 있다.,한국전쟁전후 민간인희생사건 등 과거사 진상규명과 명예회복을 위한 기본법안(계속),gpt:gpt-4o-mini
한국전쟁직후 민간인희생사건 등 과거사진상규명과 명예회복을 위한 기본법안(계속),정부혁신,정부혁신·행정지원,0.8,법률안은 정부의 역사적 사건에 대한 진상규명 및 회복과 관련이 있다.,한국전쟁직후 민간인희생사건 등 과거사진상규명과 명예회복을 위한 기본법안(계속),gpt:gpt-4o-mini
한국지방재정공제회법 일부개정법률안,지방재정,지방재정·기타,0.9,지방재정 관련 법률 개정은 지방재정과 관련된 중요한 이슈이다.,한국지방재정공제회법 일부개정법률안,gpt:gpt-4o-mini
한국지방재정공제회법 일부개정법률안(계속),지방재정,지방재정·기타,0.9,지방재정 관련 법률 개정은 지방재정과 관련된 중요한 이슈이다.,한국지방재정공제회법 일부개정법률안(계속),gpt:gpt-4o-mini
한국지방재정공제회법 일부개정법률안(대안),지방재정,지방재정·기타,0.9,지방재정 관련 법률 개정은 지방재정과 관련된 중요한 이슈이다.,한국지방재정공제회법 일부개정법률안(대안),gpt:gpt-4o-mini
한국지방행정연구원 육성법 일부개정법률안,지방행정,지방행정,0.9,지방행정 관련 법률 개정은 지방행정과 관련된 중요한 이슈이다.,한국지방행정연구원 육성법 일부개정법률안,gpt:gpt-4o-mini
해오름산업벨트 지원에 관한 특별법안,지역균형발전,지방행정,0.85,산업벨트 지원은 지역 균형 발전과 관련된 법안으로 볼 수 있다.,해오름산업벨트 지원에 관한 특별법안,gpt:gpt-4o-mini
행정구역 통합 관련 제정법률안에 대한 입법공청회,지방행정,지방행정,0.8,행정구역 통합은 지방행정과 관련된 중요한 이슈이다.,행정구역 통합 관련 제정법률안에 대한 입법공청회,gpt:gpt-4o-mini
행정기관 소속 위원회 정비를 위한 공공기관의 정보공개에 관한 법률 등 4개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,행정기관의 위원회 정비와 관련된 법률 개정은 정부의 혁신과 관련이 있다.,행정기관 소속 위원회 정비를 위한 공공기관의 정보공개에 관한 법률 등 4개 법률의 일부개정,gpt:gpt-4o-mini
행정기관 소속 위원회 정비를 위한 기부금품의 모집 및 사용에 관한 법률 등 6개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,기부금품의 모집 및 사용에 관한 법률 개정은 정부의 투명성과 혁신을 도모하는 방향이다.,행정기관 소속 위원회 정비를 위한 기부금품의 모집 및 사용에 관한 법률 등 6개 법률의 일부개정,gpt:gpt-4o-mini
행정기관 소속 위원회 정비를 위한 소방기본법 등 5개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,소방기본법 개정은 정부의 안전 관리 및 혁신과 관련이 있다.,행정기관 소속 위원회 정비를 위한 소방기본법 등 5개 법률의 일부개정,gpt:gpt-4o-mini
행정기관 소속 위원회의 설치·운영에 관한 법률 일부개정법률안,정부혁신,정부혁신·행정지원,0.9,위원회의 설치 및 운영 관련 법률 개정은 정부의 효율성을 높이는 방향이다.,행정기관 소속 위원회의 설치·운영에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
행정기관 소속 위원회의 설치․운영에 관한 법률 일부개정법률안,정부혁신,정부혁신·행정지원,0.9,위원회의 설치 및 운영 관련 법률 개정은 정부의 효율성을 높이는 방향이다.,행정기관 소속 위원회의 설치․운영에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
행정기관 소속 위원회의 설치․운영에 관한 법률 일부개정법률안(계속),정부혁신,정부혁신·행정지원,0.9,위원회의 설치 및 운영 관련 법률 개정은 정부의 효율성을 높이는 방향이다.,행정기관 소속 위원회의 설치․운영에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
행정기관 소속 위원회의 설치․운영에 관한 법률 일부개정법률안(대안),정부혁신,정부혁신·행정지원,0.9,위원회의 설치 및 운영 관련 법률 개정은 정부의 효율성을 높이는 방향이다.,행정기관 소속 위원회의 설치․운영에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
행정대집행법 전부개정법률안,정부혁신,정부혁신·행정지원,0.9,행정대집행법의 전부 개정은 정부의 행정 효율성을 높이는 방향이다.,행정대집행법 전부개정법률안,gpt:gpt-4o-mini
행정법제 혁신을 위한 공공기관의 정보공개에 관한 법률 등 11개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,정보공개 관련 법률 개정은 정부의 투명성과 혁신을 도모하는 방향이다.,행정법제 혁신을 위한 공공기관의 정보공개에 관한 법률 등 11개 법률의 일부개정,gpt:gpt-4o-mini
행정법제 혁신을 위한 공공기관의 정보공개에 관한 법률 등 12개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,정보공개 관련 법률 개정은 정부의 투명성과 혁신을 도모하는 방향이다.,행정법제 혁신을 위한 공공기관의 정보공개에 관한 법률 등 12개 법률의 일부개정,gpt:gpt-4o-mini
행정법제 혁신을 위한 국민 안전교육 진흥 기본법 등 9개 법률의 일부개정에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,안전교육 관련 법률 개정은 정부의 안전 관리 및 혁신과 관련이 있다.,행정법제 혁신을 위한 국민 안전교육 진흥 기본법 등 9개 법률의 일부개정,gpt:gpt-4o-mini
행정법제 혁신을 위한 급경사지 재해예방에 관한 법률 등 6개 법률의 일부개정에 관한 법률안,안전및재난,재난·안전,0.8,재해 예방 관련 법률 개정은 재난 안전 교육 및 연구와 관련이 있다.,행정법제 혁신을 위한 급경사지 재해예방에 관한 법률 등 6개 법률의 일부개정,gpt:gpt-4o-mini
행정사무의 민간위탁에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,민간위탁 관련 법률 개정은 정부의 효율성을 높이는 방향이다.,행정사무의 민간위탁에 관한 법률안,gpt:gpt-4o-mini
행정사법 일부개정법률안,정부혁신,정부혁신·행정지원,0.9,행정사법의 개정은 정부의 법적 효율성을 높이는 방향이다.,행정사법 일부개정법률안,gpt:gpt-4o-mini
행정사법 일부개정법률안(계속),정부혁신,정부혁신·행정지원,0.9,행정사법의 개정은 정부의 법적 효율성을 높이는 방향이다.,행정사법 일부개정법률안(계속),gpt:gpt-4o-mini
행정사법 일부개정법률안(대안),정부혁신,정부혁신·행정지원,0.9,행정사법의 개정은 정부의 법적 효율성을 높이는 방향이다.,행정사법 일부개정법률안(대안),gpt:gpt-4o-mini
행정안전부,정부혁신,정부혁신·행정지원,0.9,행정안전부의 역할은 정부의 혁신과 관련이 있다.,행정안전부,gpt:gpt-4o-mini
행정안전부 소관,정부혁신,정부혁신·행정지원,0.9,행정안전부의 소관은 정부의 혁신과 관련이 있다.,행정안전부 소관,gpt:gpt-4o-mini
행정안전부(재난안전관리본부) 소관,안전및재난,재난·안전,0.8,재난안전관리본부의 소관은 재난 안전 교육 및 연구와 관련이 있다.,행정안전부(재난안전관리본부) 소관,gpt:gpt-4o-mini
행정전산시스템 장애 관련,전자정부,인공지능·디지털 정부,0.8,전산시스템 장애는 전자정부의 효율성과 관련이 있다.,행정전산시스템 장애 관련,gpt:gpt-4o-mini
행정절차법 일부개정법률안,정부혁신,정부혁신·행정지원,0.9,행정절차법의 개정은 정부의 효율성을 높이는 방향이다.,행정절차법 일부개정법률안,gpt:gpt-4o-mini
행정절차법 일부개정법률안(계속),정부혁신,정부혁신·행정지원,0.9,행정절차법의 개정은 정부의 효율성을 높이는 방향이다.,행정절차법 일부개정법률안(계속),gpt:gpt-4o-mini
행정절차법 일부개정법률안(대안),정부혁신,정부혁신·행정지원,0.9,행정절차법의 개정은 정부의 효율성을 높이는 방향이다.,행정절차법 일부개정법률안(대안),gpt:gpt-4o-mini
헌법부정 및 역사왜곡행위자 공직임용금지 등에 관한 특별법안(김용만 의원 발의),정부혁신,정부혁신·행정지원,0.9,공직임용금지 관련 법안은 정부의 투명성과 혁신을 도모하는 방향이다.,헌법부정 및 역사왜곡행위자 공직임용금지 등에 관한 특별법안(김용만 의원 발의),gpt:gpt-4o-mini
현안 보고,정부혁신,정부혁신·행정지원,0.9,현안 보고는 정부의 효율적인 운영과 관련이 있다.,현안 보고,gpt:gpt-4o-mini
현안 질의,정부혁신,정부혁신·행정지원,0.9,현안 질의는 정부의 투명성과 효율성을 높이는 방향이다.,현안 질의,gpt:gpt-4o-mini
현안 질의 관련 서류제출 요구의 건,정부혁신,정부혁신·행정지원,0.9,서류 제출 요구는 정부의 투명성과 효율성을 높이는 방향이다.,현안 질의 관련 서류제출 요구의 건,gpt:gpt-4o-mini
현안 질의(국가정보자원관리원 화재 관련),안전및재난,재난·안전,0.8,화재 관련 질의는 재난 안전 교육 및 연구와 관련이 있다.,현안 질의(국가정보자원관리원 화재 관련),gpt:gpt-4o-mini
현안보고,정부혁신,정부혁신·행정지원,0.9,현안 보고는 정부의 효율적인 운영과 관련이 있다.,현안보고,gpt:gpt-4o-mini
현안질의,정부혁신,정부혁신·행정지원,0.9,현안 질의는 정부의 투명성과 효율성을 높이는 방향이다.,현안질의,gpt:gpt-4o-mini
"형상기억종이 진위에 대한 철저한 조사특위 설치에 관한 청원(우길영 외 50,645인 국민동의로 제출)(청원번호 2200118)",안전및재난,재난·안전,0.7,형상기억종이와 관련된 조사특위 설치는 안전과 재난 관리와 관련이 있다.,조사특위 설치에 관한 청원,gpt:gpt-4o-mini
화성 공장 화재 관련 현안 질의,안전및재난,재난·안전,0.9,화재 관련 현안 질의는 안전 및 재난 관리와 직접적으로 관련이 있다.,화재 관련 현안 질의,gpt:gpt-4o-mini
화염병 사용 등의 처벌에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.8,화염병 사용 처벌 법안은 안전과 재난 예방과 관련이 있다.,화염병 사용 등의 처벌에 관한 법률,gpt:gpt-4o-mini
화염병 사용 등의 처벌에 관한 법률 일부개정법률안(계속),안전및재난,재난·안전,0.8,계속 논의되는 화염병 사용 처벌 법안은 안전 및 재난과 관련이 있다.,화염병 사용 등의 처벌에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
화재대응에 관한 법률안,안전및재난,재난·안전,0.95,화재 대응 법안은 안전 및 재난 관리에 필수적이다.,화재대응에 관한 법률안,gpt:gpt-4o-mini
"화재예방, 소방시설 설치․유지 및 안전관리에 관한 법률 일부개정법률안",안전및재난,재난·안전,0.9,화재 예방 및 안전 관리와 관련된 법안이다.,"화재예방, 소방시설 설치․유지 및 안전관리에 관한 법률 일부개정법률안",gpt:gpt-4o-mini
"화재예방, 소방시설 설치․유지 및 안전관리에 관한 법률 일부개정법률안(계속)",안전및재난,재난·안전,0.9,계속 논의되는 화재 예방 법안은 안전 및 재난과 관련이 있다.,"화재예방, 소방시설 설치․유지 및 안전관리에 관한 법률 일부개정법률안(계속)",gpt:gpt-4o-mini
